payout date,payout paypal id,payout paid to,item date,item type,description,upc,isrc,bandcamp id,fees,paid to you,buyer country,VATable total for EU physical sales,tax withholding,collection society share
2025-10-03 05:58:12 UTC,5ML72018HW5293455,finance@dark-tunes.com,2025-10-01 18:50:47 UTC,digital,Shadowdancer,,,4104396966,0.16,1.19,DE,,,
2025-10-03 05:58:12 UTC,5ML72018HW5293455,finance@dark-tunes.com,2025-10-01 08:38:53 UTC,digital,Within The Veil,4260363820684,,3153393429,0.13,1.22,US,,,
2025-10-03 05:58:12 UTC,5ML72018HW5293455,finance@dark-tunes.com,2025-10-02 02:01:03 UTC,digital,Inadéquat (NIIKTO Remix),,,548236674,0.10,1.25,US,,,
2025-10-03 05:58:12 UTC,5ML72018HW5293455,finance@dark-tunes.com,2025-10-02 02:01:03 UTC,digital,Immortal,4260363820844,,548236674,0.19,2.51,US,,,
2025-10-03 05:58:12 UTC,5ML72018HW5293455,finance@dark-tunes.com,2025-10-03 05:58:12 UTC,payout fee,,,,,-0.07,-0.07,,,,
2025-10-04 06:05:16 UTC,6FK73077XT295341T,finance@dark-tunes.com,2025-10-02 20:09:27 UTC,digital,Your Ghost,,,1919653198,0.14,1.21,MX,,,
2025-10-04 06:05:16 UTC,6FK73077XT295341T,finance@dark-tunes.com,2025-10-02 20:07:05 UTC,digital,Abracadabra (LADY GAGA cover),4260363820745,,2232213459,0.14,1.21,MX,,,
2025-10-04 06:05:16 UTC,6FK73077XT295341T,finance@dark-tunes.com,2025-10-03 02:14:37 UTC,digital,HCNO,4260363820936,,1248327906,0.15,1.38,MX,,,
2025-10-04 06:05:16 UTC,6FK73077XT295341T,finance@dark-tunes.com,2025-10-02 12:39:31 UTC,digital,The Algorithm,4260363819350,,2031627446,0.16,1.19,SE,,,
2025-10-04 06:05:16 UTC,6FK73077XT295341T,finance@dark-tunes.com,2025-10-04 06:05:16 UTC,payout fee,,,,,-0.05,-0.05,,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-04 01:49:35 UTC,digital,In the House - In a Heartbeat (28 Years Later) (John Murphy Cover),4260363820271,,1417851981,0.18,2.32,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-04 00:07:31 UTC,digital,Gothess (The Silverblack Remix),4260363820851,,408275222,0.16,1.17,GB,,,0.17
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 22:07:35 UTC,digital,FVCK AI,4260363818339,,1823291055,0.13,1.37,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 19:29:03 UTC,digital,Immortal,4260363820844,,1873472417,0.27,2.40,GB,,,0.33
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 17:17:59 UTC,digital,Redneck Industrial,,,2114309541,0.10,0.90,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 15:44:05 UTC,digital,Slowlove,,,794817358,0.17,1.44,DE,,,0.14
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 15:33:14 UTC,digital,My Enemy (feat. Antibody & Binary Division) (VIOFLESH Remix),4260363820806,,1608029437,0.18,1.65,CA,,,0.17
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 12:10:16 UTC,digital,Sorrow,4260363820806,,321275973,0.10,1.41,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 12:10:16 UTC,digital,Run (From our fate),4260363820585,,321275973,0.10,1.40,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 12:10:16 UTC,digital,Joy,4260363820998,,321275973,0.09,1.40,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 08:32:41 UTC,digital,Wait Until Midnight,4260363820905,,611829689,0.25,2.75,DK,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-04 05:38:49 UTC,digital,Break Out,,,4047968711,0.13,1.37,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-04 05:04:05 UTC,digital,Secrets,,,425137234,0.28,2.39,FI,,,0.33
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-04 00:02:25 UTC,digital,Wait Until Midnight,4260363820905,,4247680343,0.13,1.37,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 22:27:38 UTC,digital,Ashes,4260363820813,,2834991782,0.13,1.37,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 21:38:00 UTC,digital,Creepy Halloween,,,2641028208,0.14,1.02,CA,,,0.14
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 20:54:03 UTC,digital,Run (From our fate),4260363820585,,1640612128,0.16,1.17,BE,,,0.17
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 19:55:38 UTC,digital,Immortal,4260363820844,,4198358828,0.27,2.40,GB,,,0.33
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 17:31:45 UTC,digital,Wait Until Midnight,4260363820905,,2204452006,0.13,1.37,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 16:57:04 UTC,digital,Killing Time,4260363820943,,551076527,0.13,1.37,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 16:48:02 UTC,digital,Killing Time,4260363820943,,2292461346,0.16,1.17,GB,,,0.17
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 16:44:14 UTC,digital,You Are Strange,4260363816823,,295775638,0.13,1.37,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 16:26:32 UTC,digital,Stay Strange,,,736837649,0.13,1.37,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 15:01:03 UTC,digital,Lament XI,4260363820769,,1911132798,0.16,1.17,GB,,,0.17
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 13:13:45 UTC,digital,Inside,4260363820424,,3506157095,0.16,1.17,GB,,,0.17
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 12:59:13 UTC,digital,THE BONDAGE SONG (LONDON AFTER MIDNIGHT cover),,,2392668794,0.17,1.36,IT,,,0.17
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 12:08:11 UTC,digital,My Enemy (Circuit Preacher Remix),4260363820707,,2600573824,0.13,1.37,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 10:34:37 UTC,digital,Lure (Sirens melody),4260363820578,,1083213966,0.10,1.40,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 10:34:37 UTC,digital,Scent (Escape you) (feat. BALDUVIAN BEARS),4260363820561,,1083213966,0.10,1.40,US,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 10:22:21 UTC,digital,Halloween Night (VIOFLESH Remix),4260363820875,,227925978,0.37,4.63,GB,,,
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 09:56:19 UTC,digital,Immortal,,,3781113363,0.16,1.17,DE,,,0.17
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-03 09:12:05 UTC,digital,Technophobia,4260363820509,,2803937547,0.22,1.96,IT,,,0.22
2025-10-05 06:04:13 UTC,61N32696KP9301811,finance@dark-tunes.com,2025-10-05 06:04:13 UTC,payout fee,,,,,-0.52,-0.52,,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 05:05:27 UTC,digital,Empire (Deluxe),4260363819084,,670900985,0.55,13.45,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 05:05:27 UTC,digital,Exoskeleto,,,670900985,0.12,2.88,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 05:05:27 UTC,digital,Vampire Frog,4260363819398,,670900985,0.20,4.80,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 03:44:09 UTC,digital,DeLorean 666 (DeLuxe Edition)),4260363819510,,1254535370,0.66,14.34,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 03:44:09 UTC,digital,Punks Not Dead,4260363819473,,1254535370,0.07,1.43,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 03:21:11 UTC,digital,Deliverance,4260363816953,,3858357257,0.30,9.70,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 03:21:11 UTC,digital,Nightness,4260363815093,,3858357257,0.20,6.46,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 03:21:11 UTC,digital,Filthy Tendrils,,,3858357257,0.29,9.70,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 03:21:11 UTC,digital,Rising Demons,,,3858357257,0.29,9.70,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 03:21:11 UTC,digital,Meaningless,4260363819145,,3858357257,0.30,9.70,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 02:11:52 UTC,digital,THORNS,4260363819978,,3486575240,0.57,9.43,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 00:31:34 UTC,digital,Nostalgia,4260363820448,,581425695,0.78,11.22,CA,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 21:17:22 UTC,digital,Radio Strange,4260363817899,,783170836,0.81,11.19,DE,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 20:41:00 UTC,digital,Radio Strange,4260363817899,,2090946966,0.83,10.35,GB,,,1.32
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 20:41:43 UTC,digital,Confessions Of The Innocent,4260363815772,,986588624,0.62,11.38,DE,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 20:41:43 UTC,digital,DARKPOP,4260363814447,,986588624,0.68,12.32,DE,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 20:31:43 UTC,digital,THORNS,4260363819978,,4162236667,0.73,9.27,DE,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 18:33:53 UTC,digital,Glitterspit,4260363817165,,2944464808,0.74,8.15,NL,,,1.10
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 15:45:31 UTC,digital,Inadéquat (NIIKTO Remix),,,2042399838,0.06,1.44,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 15:45:31 UTC,digital,Jesus Told Us,,,2042399838,0.06,1.24,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 15:45:31 UTC,digital,Dreams (Slowed + Reverb),4260363820530,,2042399838,0.08,1.92,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 15:45:31 UTC,digital,Nostalgia,4260363820448,,2042399838,0.49,11.51,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 15:45:31 UTC,digital,Stay Strange,4260363820752,,2042399838,0.06,1.44,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 14:56:58 UTC,digital,Darkest Halloween Compilation 2025,4260363820929,,1254772214,0.57,9.43,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 13:39:47 UTC,digital,All These monsters,,,3500648203,0.38,8.62,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 13:39:47 UTC,digital,Lullabies For The Dead,,,3500648203,0.42,9.57,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 13:13:21 UTC,digital,Redneck Industrial (ALBUM),,,2186001750,0.59,9.41,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 12:09:34 UTC,digital,Darkest Halloween Compilation 2025,4260363820929,,226139959,0.56,8.34,NL,,,2.20
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 12:09:34 UTC,digital,Sad living + Sad mind,,,226139959,0.56,8.34,NL,,,2.20
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 10:12:29 UTC,digital,Sad living + Sad mind,,,4129986047,0.58,9.42,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 03:12:23 UTC,digital,Nostalgia,4260363820448,,2773380855,0.58,11.42,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 01:23:14 UTC,digital,Nostalgia,4260363820448,,923182622,0.59,11.41,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-04 00:32:42 UTC,digital,Killing Time,4260363820943,,2007523307,0.54,9.46,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 22:11:05 UTC,digital,Wait Until Midnight,4260363820905,,3557362306,0.08,1.42,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 22:11:05 UTC,digital,Stay Strange,4260363820752,,3557362306,0.08,1.42,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 22:11:05 UTC,digital,Technophobia,4260363820509,,3557362306,0.10,1.90,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 22:11:05 UTC,digital,Eternal Glory,4260363820462,,3557362306,0.08,1.42,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 22:11:05 UTC,digital,Addicted,4260363820400,,3557362306,0.08,1.42,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 22:11:05 UTC,digital,Suffer In Silence,,,3557362306,0.08,1.42,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 22:11:05 UTC,digital,I Am Not A Robot,4260363819732,,3557362306,0.08,1.42,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 21:15:51 UTC,digital,Nostalgia,4260363820448,,1581574897,0.60,11.40,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 19:51:04 UTC,digital,Sad living + Sad mind,,,1867366541,0.70,8.20,BE,,,1.10
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 17:37:05 UTC,digital,Tagmata,4260363815246,,1077949588,0.66,7.35,FR,,,0.99
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 15:29:17 UTC,digital,Ivory Tower,4260363816632,,3784487533,0.38,9.62,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 15:29:17 UTC,digital,ONENESS,4260363814959,,3784487533,0.38,9.62,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 14:21:56 UTC,digital,full digital discography (5 releases),,,972221264,0.57,5.03,GB,,,0.40
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 13:34:17 UTC,digital,Gradient,4260363819749,,3460192379,0.54,9.46,US,,,
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 08:16:44 UTC,digital,Radio Strange,4260363817899,,1911785362,1.00,17.68,GB,,,1.32
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 07:01:28 UTC,digital,All These monsters,,,2293665953,0.46,8.46,GB,,,0.17
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 07:01:28 UTC,digital,Lullabies For The Dead,,,2293665953,0.52,9.39,GB,,,0.17
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-03 07:01:28 UTC,digital,Lament XI,4260363820769,,2293665953,0.08,1.41,GB,,,0.17
2025-10-05 06:06:09 UTC,6MU33139XG934301A,finance@dark-tunes.com,2025-10-05 06:06:09 UTC,payout fee,,,,,-0.85,-0.85,,,,
2025-10-06 06:02:33 UTC,3XH48382LF203711X,finance@dark-tunes.com,2025-10-05 01:16:29 UTC,digital,"Dios, goodbye! (NOLONGERHUMAN remix)",,,3597859548,0.16,1.19,FI,,,
2025-10-06 06:02:33 UTC,3XH48382LF203711X,finance@dark-tunes.com,2025-10-04 20:18:07 UTC,digital,Within The Veil,,,2741729177,0.13,1.22,US,,,
2025-10-06 06:02:33 UTC,3XH48382LF203711X,finance@dark-tunes.com,2025-10-04 20:19:48 UTC,digital,My Enemy (feat. Antibody & Binary Division) (VIOFLESH Remix),4260363820806,,4265985689,0.16,1.02,GB,,,0.17
2025-10-06 06:02:33 UTC,3XH48382LF203711X,finance@dark-tunes.com,2025-10-04 18:44:16 UTC,digital,GODSLAYER,4260363820820,,3360188178,0.16,1.02,GB,,,0.17
2025-10-06 06:02:33 UTC,3XH48382LF203711X,finance@dark-tunes.com,2025-10-04 18:32:22 UTC,digital,Ivy,,,1463012200,0.16,1.02,IT,,,0.17
2025-10-06 06:02:33 UTC,3XH48382LF203711X,finance@dark-tunes.com,2025-10-04 06:07:31 UTC,digital,GODSLAYER,4260363820820,,1061551134,0.16,1.34,GB,,,
2025-10-06 06:02:33 UTC,3XH48382LF203711X,finance@dark-tunes.com,2025-10-06 06:02:33 UTC,payout fee,,,,,-0.07,-0.07,,,,
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 21:42:50 UTC,digital,In Hell,4260363820240,,2188542851,0.20,2.95,AT,,,
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 21:42:50 UTC,digital,Dance To The Death,4260363819008,,2188542851,0.09,1.27,AT,,,
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 21:42:50 UTC,digital,Untamed,4260363818278,,2188542851,0.08,1.27,AT,,,
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 21:42:50 UTC,digital,Do it with Rage,,,2188542851,0.08,1.26,AT,,,
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 21:42:50 UTC,digital,No God,4260363816816,,2188542851,0.17,2.53,AT,,,
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 21:42:50 UTC,digital,Electro in my Body (feat. BASSCALATE),4260363815949,,2188542851,0.07,1.10,AT,,,
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 21:42:50 UTC,digital,Circle of Pain,4260363815628,,2188542851,0.17,2.53,AT,,,
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 21:42:50 UTC,digital,Salvation in Hell EP,,,2188542851,0.23,3.37,AT,,,
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 11:05:25 UTC,digital,Secrets,,,2814405641,0.16,2.21,DE,,,2.64
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 11:05:25 UTC,digital,Sorrow EP,,,2814405641,0.26,3.68,DE,,,2.64
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 11:05:25 UTC,digital,Never Quite Right,4260363817783,,2814405641,0.52,7.38,DE,,,2.64
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 11:05:25 UTC,digital,Vampire Frog,4260363819398,,2814405641,0.16,2.21,DE,,,2.64
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 11:05:25 UTC,digital,"Dios, goodbye! (feat. AGONOIZE)",4260363820059,,2814405641,0.16,2.21,DE,,,2.64
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 06:45:07 UTC,digital,WET,4260363820219,,1783174433,0.09,1.71,CA,,,4.13
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 06:45:07 UTC,digital,FVCK AI,4260363818339,,1783174433,0.09,1.71,CA,,,4.13
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 06:45:07 UTC,digital,So Cold,4260363817950,,1783174433,0.09,1.71,CA,,,4.13
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 06:45:07 UTC,digital,Poison,,,1783174433,0.44,8.55,CA,,,4.13
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 06:45:07 UTC,digital,DARKPOP,4260363814447,,1783174433,0.66,12.83,CA,,,4.13
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-04 06:45:07 UTC,digital,Start,,,1783174433,0.44,8.55,CA,,,4.13
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-05 03:07:16 UTC,digital,Under the Black Light,877569007616,,3751198485,0.54,8.46,US,,,
2025-10-06 06:02:35 UTC,5KH85856TH9854353,finance@dark-tunes.com,2025-10-06 06:02:35 UTC,payout fee,,,,,-0.77,-0.77,,,,
2025-10-07 05:56:17 UTC,32X43749HC2626240,finance@dark-tunes.com,2025-10-05 15:17:09 UTC,digital,Winter's End,4260363819657,,4169561964,0.60,10.20,US,,,
2025-10-07 05:56:17 UTC,32X43749HC2626240,finance@dark-tunes.com,2025-10-05 15:17:09 UTC,digital,Stay Strange,4260363820752,,4169561964,0.07,1.28,US,,,
2025-10-07 05:56:17 UTC,32X43749HC2626240,finance@dark-tunes.com,2025-10-07 05:56:17 UTC,payout fee,,,,,-0.11,-0.11,,,,
2025-10-07 05:56:25 UTC,5WC56628K6788590P,finance@dark-tunes.com,2025-10-05 23:28:20 UTC,digital,Abracadabra (LADY GAGA cover),4260363820745,,615128939,0.16,1.64,US,,,
2025-10-07 05:56:25 UTC,5WC56628K6788590P,finance@dark-tunes.com,2025-10-05 17:40:34 UTC,digital,Run (From our fate),4260363820585,,2654995159,0.16,1.02,GB,,,0.17
2025-10-07 05:56:25 UTC,5WC56628K6788590P,finance@dark-tunes.com,2025-10-05 09:50:26 UTC,digital,Within The Veil,4260363820684,,2189339425,0.14,1.21,MX,,,
2025-10-07 05:56:25 UTC,5WC56628K6788590P,finance@dark-tunes.com,2025-10-07 05:56:25 UTC,payout fee,,,,,-0.04,-0.04,,,,
2025-10-08 05:57:53 UTC,7B873531D1220173V,finance@dark-tunes.com,2025-10-06 22:41:16 UTC,digital,Confessions Of The Innocent,4260363815772,,2875169751,0.47,10.34,US,,,
2025-10-08 05:57:53 UTC,7B873531D1220173V,finance@dark-tunes.com,2025-10-06 22:41:16 UTC,digital,Radio Strange,4260363817899,,2875169751,0.46,10.33,US,,,
2025-10-08 05:57:53 UTC,7B873531D1220173V,finance@dark-tunes.com,2025-10-06 12:40:46 UTC,digital,Nostalgia,4260363820448,,3490136013,0.76,8.72,DE,,,1.32
2025-10-08 05:57:53 UTC,7B873531D1220173V,finance@dark-tunes.com,2025-10-06 09:40:40 UTC,digital,Nostalgia,4260363820448,,3235869207,0.77,8.71,GB,,,1.32
2025-10-08 05:57:53 UTC,7B873531D1220173V,finance@dark-tunes.com,2025-10-08 05:57:53 UTC,payout fee,,,,,-0.38,-0.38,,,,
2025-10-08 05:58:06 UTC,6VF7559492129660R,finance@dark-tunes.com,2025-10-07 03:40:00 UTC,digital,Close To Me,4260363821131,,2119967155,0.14,1.43,US,,,
